ref.tax.name	IMG.genome.ID	status	domain	phylum	rRNA.gene.copy.number	genome.size.Mbp
ref2582527509	2579779159	Permanent Draft	Bacteria	Thermodesulfobacteria	1	1.687244
ref2582530463	2579779161	Permanent Draft	Bacteria	Proteobacteria	6	4.979193
ref2582539694	2579779162	Permanent Draft	Bacteria	Proteobacteria	2	5.074273
ref2582541462	2579779163	Permanent Draft	Bacteria	Thermotogae	3	2.172469
ref2582548358	2579779165	Permanent Draft	Bacteria	Actinobacteria	1	3.111058
ref2582558244	2579779168	Permanent Draft	Bacteria	Proteobacteria	1	5.613335
ref2582563844	2579779169	Permanent Draft	Bacteria	Proteobacteria	3	3.881122
ref2582569453	2579779170	Permanent Draft	Bacteria	Proteobacteria	1	2.743966
ref2582572614	2579779171	Permanent Draft	Archaea	Euryarchaeota	3	2.767463
ref2582587680	2582580502	Permanent Draft	Bacteria	Proteobacteria	2	2.503174
ref2582591839	2582580503	Draft	Bacteria	Proteobacteria	1	3.547928
ref2582593919	2582580504	Permanent Draft	Archaea	Euryarchaeota	2	4.131621
ref2582599457	2582580505	Permanent Draft	Archaea	Euryarchaeota	3	3.926724
ref2583098357	2582580720	Permanent Draft	Bacteria	Proteobacteria	7	8.455632
ref2583101879	2582580721	Permanent Draft	Bacteria	Proteobacteria	2	4.485268
ref2583123231	2582580726	Draft	Bacteria	Firmicutes	4	3.394947
ref2583127966	2582580727	Draft	Bacteria	Firmicutes	6	5.420325
ref2583130558	2582580728	Draft	Bacteria	Firmicutes	5	2.51666
ref2583131089	2582580729	Draft	Bacteria	Proteobacteria	1	2.978798
ref2583137849	2582580731	Draft	Bacteria	Thermotogae	3	2.14602
ref2583143272	2582580732	Draft	Bacteria	Firmicutes	7	5.606984
ref2583145405	2582580733	Permanent Draft	Bacteria	Proteobacteria	2	2.163552
ref2583185115	2582580744	Permanent Draft	Archaea	Euryarchaeota	2	3.369555
ref2583190548	2582580745	Draft	Bacteria	Bacteroidetes	3	4.67746
ref2583194970	2582580746	Draft	Bacteria	Actinobacteria	1	2.489535
ref2583211981	2582580751	Permanent Draft	Bacteria	Actinobacteria	3	5.110849
ref2583226388	2582580755	Permanent Draft	Bacteria	Proteobacteria	1	2.051907
ref2583254374	2582580764	Permanent Draft	Bacteria	Proteobacteria	1	3.310973
ref2583268142	2582580766	Permanent Draft	Bacteria	Proteobacteria	1	7.938642
ref2583274060	2582580767	Permanent Draft	Bacteria	Proteobacteria	1	6.475434
ref2583275795	2582580768	Permanent Draft	Bacteria	Firmicutes	1	2.620868
ref2583279094	2582580769	Permanent Draft	Bacteria	Firmicutes	10	2.344537
ref2583282085	2582580770	Permanent Draft	Bacteria	Proteobacteria	1	3.802763
ref2583286125	2582580771	Permanent Draft	Bacteria	Proteobacteria	1	3.897448
ref2583289679	2582580772	Permanent Draft	Bacteria	Proteobacteria	1	3.418697
ref2583293233	2582580773	Permanent Draft	Bacteria	Proteobacteria	1	3.60444
ref2583295517	2582580774	Permanent Draft	Bacteria	Proteobacteria	1	3.857634
ref2583323670	2582580780	Permanent Draft	Bacteria	Proteobacteria	7	4.139565
ref2583542398	2582580831	Permanent Draft	Bacteria	Proteobacteria	5	3.919258
ref2583567083	2582580837	Permanent Draft	Bacteria	Proteobacteria	1	4.094976
ref2583585191	2582580841	Permanent Draft	Bacteria	Proteobacteria	2	4.085666
ref2583749026	2582580881	Permanent Draft	Bacteria	Proteobacteria	7	4.689625
ref2583754515	2582580882	Permanent Draft	Bacteria	Proteobacteria	1	3.968404
ref2583765437	2582580885	Permanent Draft	Bacteria	Proteobacteria	5	5.360246
ref2583824145	2582580897	Permanent Draft	Bacteria	Proteobacteria	13	6.716157
ref2583857806	2582580904	Permanent Draft	Bacteria	Proteobacteria	4	2.668173
ref2583915362	2582580916	Permanent Draft	Bacteria	Fusobacteria	2	2.477971
ref2583924735	2582580918	Permanent Draft	Bacteria	Firmicutes	8	2.755177
ref2584001333	2582580935	Permanent Draft	Bacteria	Firmicutes	5	1.811069
ref2584008969	2582580937	Permanent Draft	Bacteria	Firmicutes	6	1.849489
ref2584035293	2582580949	Permanent Draft	Bacteria	Spirochaetes	2	3.250767
ref2584037319	2582580950	Permanent Draft	Bacteria	Firmicutes	6	1.754041
ref2584073310	2582580964	Permanent Draft	Bacteria	Firmicutes	2	1.776358
ref2584129213	2582580979	Permanent Draft	Bacteria	Proteobacteria	2	4.229467
ref2584153404	2582580983	Permanent Draft	Bacteria	Firmicutes	1	5.464196
ref2584186188	2582580990	Permanent Draft	Bacteria	Proteobacteria	1	4.650601
ref2584191594	2582580992	Permanent Draft	Bacteria	Chloroflexi	5	0.318003
ref2584194684	2582580993	Permanent Draft	Bacteria	Firmicutes	1	2.603418
ref2584209022	2582580997	Permanent Draft	Bacteria	Proteobacteria	4	2.3206
ref2584227115	2582581003	Permanent Draft	Bacteria	Proteobacteria	1	1.673184
ref2584236461	2582581005	Permanent Draft	Bacteria	Proteobacteria	1	3.04108
ref2584245672	2582581007	Permanent Draft	Bacteria	Proteobacteria	1	7.138953
ref2584278680	2582581014	Permanent Draft	Bacteria	Actinobacteria	5	9.202418
ref2584296079	2582581019	Permanent Draft	Bacteria	Proteobacteria	3	1.632538
ref2584298336	2582581020	Permanent Draft	Bacteria	Firmicutes	1	2.129279
ref2584318721	2582581024	Permanent Draft	Bacteria	Proteobacteria	3	4.249393
ref2584323375	2582581026	Permanent Draft	Bacteria	Proteobacteria	6	5.623997
ref2584325953	2582581027	Permanent Draft	Bacteria	Proteobacteria	1	3.172521
ref2584432083	2582581063	Permanent Draft	Bacteria	Firmicutes	1	2.851264
ref2584554808	2582581108	Permanent Draft	Bacteria	Firmicutes	4	2.870783
ref2584574916	2582581115	Permanent Draft	Bacteria	Firmicutes	2	2.782639
ref2584615529	2582581129	Permanent Draft	Bacteria	Actinobacteria	1	4.392159
ref2584691504	2582581148	Permanent Draft	Bacteria	Actinobacteria	1	4.443958
ref2584800659	2582581175	Permanent Draft	Bacteria	Actinobacteria	1	4.388408
ref2584876705	2582581193	Permanent Draft	Bacteria	Actinobacteria	2	4.397276
ref2585002182	2582581225	Permanent Draft	Bacteria	Deinococcus-Thermus	2	2.218114
ref2585018445	2582581239	Permanent Draft	Bacteria	Proteobacteria	8	4.2543
ref2585023221	2582581240	Permanent Draft	Bacteria	Bacteroidetes	2	4.424696
ref2585031290	2582581241	Permanent Draft	Bacteria	Proteobacteria	4	5.12879
ref2585032410	2582581242	Permanent Draft	Bacteria	Actinobacteria	1	2.608923
ref2585047823	2582581250	Permanent Draft	Archaea	Euryarchaeota	1	2.490725
ref2585050061	2582581251	Permanent Draft	Bacteria	Proteobacteria	6	5.710276
ref2585054412	2582581252	Draft	Bacteria	Firmicutes	11	1.941536
ref2585084558	2582581260	Draft	Bacteria	Firmicutes	1	3.115906
ref2585087075	2582581261	Draft	Bacteria	Firmicutes	7	2.659575
ref2585095502	2582581263	Draft	Bacteria	Firmicutes	9	2.952521
ref2585099388	2582581264	Draft	Bacteria	Proteobacteria	1	3.96482
ref2585105046	2582581266	Draft	Bacteria	Proteobacteria	2	3.184472
ref2585111495	2582581268	Draft	Bacteria	Proteobacteria	5	3.960292
ref2585120313	2582581270	Draft	Bacteria	Proteobacteria	3	5.038537
ref2585123289	2582581271	Draft	Bacteria	Firmicutes	8	3.076693
ref2585125612	2582581272	Draft	Bacteria	Proteobacteria	1	2.448719
ref2585127687	2582581273	Draft	Bacteria	Firmicutes	2	2.124342
ref2585140858	2582581277	Permanent Draft	Bacteria	Proteobacteria	3	4.902375
ref2585145756	2582581278	Permanent Draft	Bacteria	Bacteroidetes	1	5.296881
ref2585149946	2582581279	Permanent Draft	Bacteria	Proteobacteria	3	4.98072
ref2585169922	2582581283	Permanent Draft	Bacteria	Proteobacteria	1	6.030556
ref2585197890	2582581293	Permanent Draft	Bacteria	Proteobacteria	2	5.907401
ref2585206018	2582581294	Permanent Draft	Bacteria	Proteobacteria	2	6.626667
ref2585234050	2582581299	Permanent Draft	Bacteria	Proteobacteria	1	6.518058
ref2585234518	2582581300	Permanent Draft	Bacteria	Proteobacteria	7	4.83947
ref2585249078	2582581302	Draft	Bacteria	Proteobacteria	4	5.237791
ref2585259670	2582581304	Permanent Draft	Bacteria	Proteobacteria	2	5.83137
ref2585263800	2582581305	Permanent Draft	Bacteria	Proteobacteria	3	4.895574
ref2585270543	2582581306	Permanent Draft	Bacteria	Proteobacteria	1	6.450535
ref2585302572	2582581312	Permanent Draft	Bacteria	Actinobacteria	1	7.308206
ref2585311719	2582581313	Permanent Draft	Bacteria	Actinobacteria	2	10.042643
ref2585322298	2582581314	Permanent Draft	Bacteria	Actinobacteria	4	11.452267
ref2585336730	2582581316	Permanent Draft	Bacteria	Proteobacteria	1	7.774528
ref2585337114	2582581317	Permanent Draft	Bacteria	Bacteroidetes	3	4.212161
ref2585371236	2582581379	Permanent Draft	Bacteria	Bacteroidetes	3	5.358002
ref2585385396	2582581864	Permanent Draft	Bacteria	Bacteroidetes	1	5.284058
ref2585406410	2582581868	Permanent Draft	Bacteria	Bacteroidetes	3	3.819763
ref2585409996	2582581869	Permanent Draft	Bacteria	Proteobacteria	3	2.641989
ref2585412076	2582581870	Permanent Draft	Bacteria	Proteobacteria	5	5.440158
ref2585420795	2582581872	Draft	Bacteria	Bacteroidetes	1	4.385746
ref2585424201	2582581873	Permanent Draft	Bacteria	Bacteroidetes	1	3.032664
ref2585518459	2585427525	Permanent Draft	Bacteria	Actinobacteria	4	6.03937
ref2585551013	2585427529	Permanent Draft	Bacteria	Proteobacteria	1	7.395659
ref2585677568	2585427554	Permanent Draft	Bacteria	Actinobacteria	3	4.621196
ref2585681229	2585427555	Permanent Draft	Bacteria	Actinobacteria	3	4.640112
ref2585686422	2585427556	Permanent Draft	Bacteria	Actinobacteria	2	3.166379
ref2585694836	2585427558	Permanent Draft	Bacteria	Actinobacteria	3	7.026184
ref2585702334	2585427559	Permanent Draft	Bacteria	Actinobacteria	4	7.07176
ref2585707726	2585427560	Permanent Draft	Bacteria	Actinobacteria	3	6.928726
ref2585714755	2585427561	Permanent Draft	Bacteria	Actinobacteria	3	4.516512
ref2585722169	2585427562	Permanent Draft	Bacteria	Actinobacteria	3	5.279998
ref2585814786	2585427589	Permanent Draft	Bacteria	Proteobacteria	2	4.501157
ref2585825313	2585427590	Permanent Draft	Bacteria	Proteobacteria	1	6.824633
ref2585830448	2585427591	Permanent Draft	Bacteria	Proteobacteria	3	5.48298
ref2585835389	2585427592	Permanent Draft	Bacteria	Proteobacteria	4	5.370892
ref2585848108	2585427594	Permanent Draft	Bacteria	Proteobacteria	3	6.180594
ref2585855768	2585427595	Permanent Draft	Bacteria	Proteobacteria	2	8.054993
ref2585858256	2585427596	Draft	Bacteria	Firmicutes	4	2.443757
ref2585865666	2585427599	Permanent Draft	Bacteria	Proteobacteria	7	6.778451
ref2585876417	2585427600	Draft	Bacteria	Proteobacteria	4	5.342582
ref2585881526	2585427602	Permanent Draft	Bacteria	Bacteroidetes	2	3.84299
ref2585894299	2585427607	Permanent Draft	Bacteria	Proteobacteria	3	2.545099
ref2585916118	2585427611	Draft	Bacteria	Proteobacteria	2	4.190965
ref2585917238	2585427612	Finished	Archaea	Thaumarchaeota	1	2.527938
ref2585921059	2585427614	Finished	Bacteria	Firmicutes	4	2.9685
ref2585946442	2585427620	Finished	Bacteria	Proteobacteria	7	1.811802
ref2585952957	2585427621	Finished	Bacteria	Proteobacteria	7	5.655941
ref2585954025	2585427622	Finished	Bacteria	Actinobacteria	3	2.494562
ref2585981655	2585427629	Finished	Bacteria	Proteobacteria	2	2.666577
ref2585991624	2585427632	Finished	Bacteria	Proteobacteria	3	7.057405
ref2586002723	2585427634	Finished	Bacteria	Proteobacteria	3	6.455027
ref2586005090	2585427635	Finished	Bacteria	Proteobacteria	2	2.780908
ref2586009698	2585427636	Finished	Bacteria	Armatimonadetes	2	5.231762
ref2586014520	2585427638	Finished	Bacteria	Proteobacteria	3	3.328458
ref2586022815	2585427640	Finished	Bacteria	Firmicutes	6	1.355853
ref2586034376	2585427643	Finished	Bacteria	Firmicutes	9	3.425208
ref2586037740	2585427644	Finished	Bacteria	Proteobacteria	5	4.308833
ref2586041837	2585427645	Finished	Bacteria	Proteobacteria	5	7.122173
ref2586059454	2585427649	Finished	Bacteria	Actinobacteria	4	9.053857
ref2586066141	2585427650	Finished	Bacteria	Actinobacteria	3	2.159306
ref2586077737	2585427654	Finished	Bacteria	Firmicutes	7	3.993073
ref2586083673	2585427656	Finished	Bacteria	Bacteroidetes	1	0.309299
ref2586087892	2585427657	Finished	Bacteria	Proteobacteria	8	5.4412
ref2586098243	2585427659	Finished	Bacteria	Proteobacteria	6	6.064456
ref2586102781	2585427661	Finished	Bacteria	Actinobacteria	4	2.359448
ref2586104699	2585427662	Finished	Bacteria	Firmicutes	14	6.766594
ref2586112335	2585427663	Finished	Bacteria	Proteobacteria	1	1.615277
ref2586113237	2585427664	Permanent Draft	Bacteria	Bacteroidetes	5	4.22835
ref2586116138	2585427665	Finished	Bacteria	Firmicutes	8	3.617025
ref2586121908	2585427666	Finished	Archaea	Thaumarchaeota	1	2.954373
ref2586130299	2585427668	Finished	Bacteria	Proteobacteria	1	5.949001
ref2586131914	2585427669	Finished	Bacteria	Proteobacteria	8	6.311385
ref2586161864	2585427675	Permanent Draft	Bacteria	Firmicutes	1	3.736192
ref2586161918	2585427676	Permanent Draft	Bacteria	Tenericutes	1	1.032226
ref2586162829	2585427677	Permanent Draft	Bacteria	Tenericutes	1	1.011202
ref2586167553	2585427678	Permanent Draft	Bacteria	Proteobacteria	1	4.179056
ref2586183889	2585427681	Permanent Draft	Bacteria	Proteobacteria	1	6.66313
ref2586186699	2585427682	Permanent Draft	Bacteria	Proteobacteria	1	5.02759
ref2586197636	2585427684	Permanent Draft	Bacteria	Proteobacteria	1	4.855645
ref2586205049	2585427686	Permanent Draft	Bacteria	Proteobacteria	1	3.728293
ref2586230571	2585427692	Permanent Draft	Bacteria	Proteobacteria	2	3.765366
ref2586239510	2585427694	Permanent Draft	Bacteria	Proteobacteria	1	3.110697
ref2586240638	2585427695	Permanent Draft	Bacteria	Actinobacteria	1	2.995027
ref2586254835	2585427699	Permanent Draft	Bacteria	Firmicutes	1	1.709611
ref2586269229	2585427702	Permanent Draft	Bacteria	Proteobacteria	1	3.822068
ref2586273224	2585427703	Permanent Draft	Bacteria	Proteobacteria	1	4.433312
ref2586282525	2585427705	Permanent Draft	Bacteria	Bacteroidetes	2	4.566318
ref2586289230	2585427707	Permanent Draft	Bacteria	Proteobacteria	1	1.347499
ref2586306622	2585427711	Permanent Draft	Bacteria	Proteobacteria	4	1.998543
ref2586318745	2585427714	Permanent Draft	Bacteria	Firmicutes	1	3.923021
ref2586320720	2585427715	Permanent Draft	Bacteria	Firmicutes	10	3.05244
ref2586338910	2585427719	Permanent Draft	Bacteria	Proteobacteria	1	4.753609
ref2586343712	2585427720	Permanent Draft	Bacteria	Firmicutes	2	3.925723
ref2586347394	2585427721	Permanent Draft	Bacteria	Proteobacteria	1	4.295921
ref2586348635	2585427722	Permanent Draft	Bacteria	Proteobacteria	1	3.380881
ref2586367228	2585427725	Permanent Draft	Bacteria	Proteobacteria	6	5.607136
ref2586377347	2585427726	Permanent Draft	Bacteria	Proteobacteria	8	4.970425
ref2586393518	2585427729	Permanent Draft	Bacteria	Proteobacteria	4	4.976991
ref2586404168	2585427731	Permanent Draft	Bacteria	Proteobacteria	3	5.286217
ref2586426104	2585427735	Permanent Draft	Bacteria	Proteobacteria	3	5.512221
ref2586430797	2585427736	Permanent Draft	Bacteria	Proteobacteria	5	5.325397
ref2586431688	2585427737	Permanent Draft	Bacteria	Proteobacteria	5	5.166967
ref2586457756	2585427741	Permanent Draft	Bacteria	Proteobacteria	1	5.302353
ref2586577956	2585427763	Permanent Draft	Bacteria	Proteobacteria	3	5.363959
ref2586636076	2585427774	Permanent Draft	Bacteria	Proteobacteria	8	4.862082
ref2586749947	2585427796	Permanent Draft	Bacteria	Proteobacteria	6	4.911619
ref2586755636	2585427797	Permanent Draft	Bacteria	Bacteroidetes	1	5.313422
ref2586758344	2585427798	Permanent Draft	Bacteria	Firmicutes	1	2.593418
ref2586769107	2585427800	Permanent Draft	Bacteria	Bacteroidetes	1	6.054947
ref2586772862	2585427801	Permanent Draft	Bacteria	Proteobacteria	1	3.824226
ref2586774518	2585427802	Permanent Draft	Bacteria	Proteobacteria	3	1.545148
ref2586774837	2585427803	Permanent Draft	Bacteria	Proteobacteria	3	5.245769
ref2586782340	2585427804	Permanent Draft	Bacteria	Firmicutes	1	2.928189
ref2586809443	2585427809	Permanent Draft	Bacteria	Firmicutes	1	6.030548
ref2586816306	2585427811	Permanent Draft	Bacteria	Firmicutes	1	3.446523
ref2586820233	2585427812	Permanent Draft	Bacteria	Firmicutes	1	3.475552
ref2586823507	2585427813	Permanent Draft	Bacteria	Firmicutes	1	3.162583
ref2586838366	2585427816	Permanent Draft	Bacteria	Firmicutes	1	3.551562
ref2586843423	2585427817	Permanent Draft	Bacteria	Firmicutes	1	5.30694
ref2586847359	2585427818	Permanent Draft	Bacteria	Firmicutes	1	3.915227
ref2586868797	2585427822	Permanent Draft	Bacteria	Spirochaetes	1	1.783551
ref2586871153	2585427824	Permanent Draft	Bacteria	Actinobacteria	1	6.823716
ref2586881403	2585427825	Permanent Draft	Bacteria	Bacteroidetes	1	5.006523
ref2586886846	2585427826	Permanent Draft	Bacteria	Proteobacteria	1	6.193893
ref2586898277	2585427828	Permanent Draft	Bacteria	Proteobacteria	1	4.945295
ref2586900495	2585427829	Permanent Draft	Bacteria	Actinobacteria	1	4.709534
ref2586908195	2585427830	Permanent Draft	Bacteria	Bacteroidetes	1	6.204974
ref2586912091	2585427832	Permanent Draft	Bacteria	Nitrospirae	1	3.415676
ref2586917055	2585427833	Permanent Draft	Bacteria	Actinobacteria	1	3.55928
ref2586918806	2585427834	Permanent Draft	Bacteria	Bacteroidetes	1	4.363762
ref2586925017	2585427836	Permanent Draft	Bacteria	Bacteroidetes	2	4.597628
ref2586928193	2585427837	Permanent Draft	Bacteria	Bacteroidetes	1	3.647272
ref2586932285	2585427838	Permanent Draft	Bacteria	Proteobacteria	2	3.55476
ref2586940152	2585427840	Permanent Draft	Bacteria	Firmicutes	2	2.876865
ref2586949884	2585427843	Permanent Draft	Bacteria	Firmicutes	5	1.751049
ref2586960229	2585427846	Permanent Draft	Bacteria	Proteobacteria	1	1.000156
ref2586961539	2585427847	Permanent Draft	Bacteria	Proteobacteria	1	1.112309
ref2586965535	2585427848	Permanent Draft	Bacteria	Proteobacteria	5	6.247441
ref2586972164	2585427849	Permanent Draft	Bacteria	Proteobacteria	1	4.796122
ref2586974503	2585427850	Permanent Draft	Bacteria	Proteobacteria	8	2.438497
ref2586976718	2585427851	Permanent Draft	Bacteria	Proteobacteria	4	2.406311
ref2586978998	2585427852	Permanent Draft	Bacteria	Firmicutes	1	2.349614
ref2586984733	2585427853	Permanent Draft	Bacteria	Proteobacteria	1	5.683787
ref2586987550	2585427854	Permanent Draft	Bacteria	Proteobacteria	10	4.847571
ref2586995675	2585427857	Permanent Draft	Bacteria	Proteobacteria	1	3.797897
ref2586999097	2585427858	Permanent Draft	Bacteria	Firmicutes	5	4.430231
ref2587010661	2585427860	Permanent Draft	Bacteria	Bacteroidetes	1	4.782583
ref2587016114	2585427861	Permanent Draft	Bacteria	Bacteroidetes	1	5.270831
ref2587020850	2585427862	Permanent Draft	Bacteria	Bacteroidetes	1	4.838398
ref2587029380	2585427864	Permanent Draft	Bacteria	Bacteroidetes	1	5.591555
ref2587032376	2585427865	Permanent Draft	Bacteria	Bacteroidetes	1	3.430348
ref2587034878	2585427866	Permanent Draft	Bacteria	Bacteroidetes	1	2.625415
ref2587052730	2585427869	Permanent Draft	Bacteria	Proteobacteria	1	4.964173
ref2587058342	2585427870	Permanent Draft	Bacteria	Proteobacteria	1	5.118593
ref2587062804	2585427871	Permanent Draft	Bacteria	Proteobacteria	1	4.072141
ref2587064836	2585427872	Permanent Draft	Bacteria	Firmicutes	1	1.94772
ref2587067103	2585427873	Permanent Draft	Bacteria	Firmicutes	1	2.07329
ref2587070167	2585427874	Permanent Draft	Bacteria	Firmicutes	1	2.780019
ref2587072683	2585427875	Permanent Draft	Bacteria	Firmicutes	1	2.242681
ref2587074973	2585427876	Permanent Draft	Bacteria	Firmicutes	1	2.107444
ref2587077123	2585427877	Permanent Draft	Bacteria	Firmicutes	1	1.918774
ref2587079027	2585427878	Permanent Draft	Bacteria	Firmicutes	1	1.823247
ref2587080921	2585427879	Permanent Draft	Bacteria	Firmicutes	1	1.826493
ref2587082677	2585427880	Permanent Draft	Bacteria	Firmicutes	1	1.667319
ref2587085612	2585427881	Permanent Draft	Bacteria	Firmicutes	1	2.678542
ref2587096851	2585427884	Permanent Draft	Bacteria	Proteobacteria	1	3.248999
ref2587111634	2585427887	Permanent Draft	Bacteria	Bacteroidetes	1	2.356153
ref2587113678	2585427888	Permanent Draft	Bacteria	Bacteroidetes	1	2.05425
ref2587115900	2585427889	Permanent Draft	Bacteria	Bacteroidetes	1	2.199931
ref2587118254	2585427890	Permanent Draft	Bacteria	Bacteroidetes	1	2.324569
ref2587120453	2585427891	Permanent Draft	Bacteria	Bacteroidetes	1	2.260105
ref2587122581	2585427892	Permanent Draft	Bacteria	Bacteroidetes	1	2.372746
